Time [ms], Yaw [rad], Pitch [rad], Roll [rad], Yaw velocity [rad/s], Pitch velocity [rad/s], Roll velocity [rad/s]
5529.08, -0.46041, 0.00828354, -0.0362145, -0.557456, 0.271396, -0.176414
5549.3, -0.468656, -0.0146049, -0.0223743, -0.336892, -0.562607, 0.338874
5569.46, -0.47926, 0.00933969, -0.0372705, -0.541982, 0.275629, -0.179446
5589.68, -0.495604, -0.017011, -0.027492, -0.589909, -0.453886, 0.103552
5609.84, -0.503514, -0.0076159, -0.0263756, -0.503734, -0.0406579, 0.0815206
5630, -0.513401, -0.00763165, -0.0261036, -0.497385, -0.0189188, 0.045841
5650.15, -0.520826, -0.0106095, -0.0192958, -0.441215, -0.0609182, 0.161821
5670.3, -0.529121, 0.00037165, -0.0155337, -0.423867, 0.205223, 0.157647
5690.52, -0.533714, -0.00379182, -0.0165236, -0.433908, 0.0290272, 0.0848991
5710.72, -0.547826, -0.00338414, -0.0157421, -0.396673, 0.123303, 0.13315
5730.91, -0.562442, 0.0138607, -0.0248581, -0.559248, 0.482859, -0.153423
5751.17, -0.573175, 0.0144276, -0.02585, -0.546294, 0.260664, -0.102652
5771.33, -0.59309, 0.0324354, -0.0404512, -0.765002, 0.571944, -0.407938
5791.5, -0.598006, 0.0189377, -0.0346698, -0.534952, 0.0180164, -0.0858263
5811.79, -0.607457, 0.0189154, -0.0340358, -0.524755, 0.00751941, -0.0430267
5831.94, -0.623762, 0.019185, -0.0341466, -0.532898, 0.0107436, -0.0203816
5852.05, -0.634477, 0.0179367, -0.0339518, -0.524533, -0.015285, -0.00441782
5872.15, -0.639793, 0.0179664, -0.0343033, -0.526539, -0.0101111, -0.0131311
5892.28, -0.666991, 0.0191528, -0.0407841, -0.829672, 0.0531532, -0.176592
5912.38, -0.677574, 0.0117075, -0.0333439, -0.715749, -0.139297, 0.0765826
5932.57, -0.687286, 0.0135248, -0.0368723, -0.788163, -0.0482939, -0.0451446
5952.77, -0.707682, 0.00853151, -0.0364519, -0.719705, -0.122979, -0.00774874
5973.01, -0.725642, 0.00392385, -0.0341849, -0.814386, -0.166518, 0.0340326
5993.12, -0.747013, 0.00230941, -0.0332099, -0.932956, -0.178385, 0.0778388
6013.33, -0.757223, 0.00184902, -0.0337284, -0.957922, -0.140869, 0.0410758
6033.51, -0.784499, 0.0014164, -0.032741, -0.921909, -0.0647034, 0.0375259
6053.77, -0.794601, 0.000954311, -0.0329292, -0.946935, -0.0594608, 0.0215523
6074, -0.824044, 0.00138056, -0.0340136, -0.968741, -0.0128931, -0.0149199
6094.19, -0.83889, 0.000689186, -0.034646, -0.857427, -0.0622124, -0.030237
6114.44, -0.842644, 0.002252, -0.0337299, -0.543385, 0.01285, -0.00648023
6134.59, -0.849874, 0.002376, -0.0360915, -0.5943, 0.0127222, -0.0715854
6154.75, -0.870126, 0.00239519, -0.036709, -0.658876, 0.00514691, -0.0420289
6174.91, -0.880833, 0.00191343, -0.0365116, -0.590205, -0.00825807, -0.0226578
6195.15, -0.891483, 0.00526422, -0.0367224, -0.567522, 0.0890822, -0.0190584
6215.33, -0.906869, 0.000587645, -0.0352344, -0.671528, -0.0882902, 0.0295329
6235.47, -0.92244, -0.00125068, -0.0352542, -0.721256, -0.0836749, 0.0159027
6255.66, -0.931638, -0.00324405, -0.0345096, -0.777535, -0.116462, 0.0325035
6275.89, -0.955861, -0.00844299, -0.0405581, -0.785368, -0.149274, -0.094622
6296.12, -0.969799, -0.0114397, -0.0399246, -0.742323, -0.149548, -0.0331686
6316.34, -0.98172, -0.0107546, -0.0396745, -0.664897, -0.0651418, -0.00829074
6336.5, -0.991486, -0.0112938, -0.0418209, -0.578559, -0.0460763, -0.0511159
6356.72, -0.996261, -0.011069, -0.0408984, -0.549902, -0.0266436, -0.0104748
6376.95, -1.01029, -0.011613, -0.0400189, -0.494447, -0.025726, 0.0172428
6397.09, -1.01244, -0.0195348, -0.0230725, -0.415129, -0.24299, 0.492731
6417.33, -1.0256, -0.0162164, -0.0159702, -0.411854, 0.0157901, 0.354346
6437.52, -1.03468, -0.0200567, -0.0202642, -0.428594, -0.107942, 0.0656024
6457.77, -1.04691, -0.0136757, -0.0451093, -0.517537, 0.099825, -0.570777
6477.9, -1.05387, -0.00808832, -0.0417747, -0.568136, 0.229912, -0.314454
6498.03, -1.06851, -0.0155995, -0.0240494, -0.527727, -0.0471553, 0.191351
6518.19, -1.07412, -0.0160001, -0.0236189, -0.53724, -0.0451441, 0.149313
6538.37, -1.09263, -0.00891177, -0.0392943, -0.578837, 0.108508, -0.216185
6558.49, -1.10306, -0.00935008, -0.0398146, -0.551077, 0.0450463, -0.123651
6578.59, -1.11319, -0.0112309, -0.038567, -0.526031, -0.0202684, -0.0347879
6598.73, -1.12442, -0.0186192, -0.0274971, -0.543349, -0.190157, 0.251459
6618.85, -1.13329, -0.0191416, -0.0285327, -0.494386, -0.114766, 0.110301
6638.99, -1.13859, -0.0194393, -0.0275293, -0.504439, -0.0906733, 0.107476
6659.21, -1.15128, -0.0193768, -0.0295269, -0.441266, -0.0203523, -0.0191606
6679.47, -1.16083, -0.0178467, -0.0325264, -0.45883, 0.0267778, -0.0828118
6699.69, -1.17647, -0.0316639, -0.0280298, -0.642693, -0.370143, 0.0840782
6720, -1.18751, -0.0132444, -0.0329047, -0.598568, 0.258093, -0.075434
6740.11, -1.19607, -0.0178682, -0.0324688, -0.516035, 0.0363145, -0.025276
6760.21, -1.20777, -0.0193707, -0.0312229, -0.545002, -0.0181971, 0.0199306
6780.29, -1.21159, -0.0193942, -0.031507, -0.498692, -0.013704, 0.00622652
6800.39, -1.22798, -0.0206975, -0.0290084, -0.517097, -0.0272312, 0.0494182
6820.47, -1.24015, -0.0192802, -0.0272891, -0.57078, 0.0204915, 0.0746949
6840.57, -1.2486, -0.0182814, -0.0278985, -0.497107, 0.0369562, 0.0219571
6860.68, -1.25329, -0.0176819, -0.0277585, -0.489209, 0.0434753, 0.0197018
6880.79, -1.26757, -0.0146903, -0.0283885, -0.485106, 0.072607, -0.00162392
6900.87, -1.27332, -0.0154314, -0.0272247, -0.510615, 0.0310178, 0.0318274
6921.02, -1.29015, -0.0183485, -0.0241281, -0.558768, -0.0461237, 0.0844649
6941.13, -1.30038, -0.0235169, -0.0226487, -0.535621, -0.149424, 0.0793577
6961.24, -1.31207, -0.0261685, -0.0205042, -0.557732, -0.138799, 0.0866442
6981.43, -1.32019, -0.0302865, -0.0174111, -0.483868, -0.171449, 0.119736
7001.56, -1.33505, -0.0296242, -0.0178947, -0.488205, -0.0612679, 0.0427992
7021.67, -1.34608, -0.0292342, -0.0175215, -0.510774, -0.0158455, 0.0237905
7041.83, -1.35083, -0.0287987, -0.0176888, -0.500611, 0.000992254, 0.0123056
7061.98, -1.36561, -0.0296465, -0.0168464, -0.494334, -0.0140444, 0.0158675
7082.17, -1.3716, -0.0294565, -0.0161588, -0.523772, -0.00467843, 0.0308595
7102.34, -1.38674, -0.0289193, -0.0160111, -0.515018, 0.011374, 0.0195565
7122.53, -1.39677, -0.0302613, -0.016969, -0.508351, -0.0268092, -0.0132627
7142.72, -1.40301, -0.0293969, -0.016766, -0.541382, 0.00529387, -0.00374994
7162.91, -1.41939, -0.0287157, -0.016384, -0.554457, 0.00598668, 0.0202814
7183.11, -1.42864, -0.0305806, -0.0170341, -0.513101, -0.041865, -0.00453601
7203.33, -1.43799, -0.0298501, -0.0176172, -0.481227, -0.00123978, -0.0209302
7223.5, -1.45076, -0.0303183, -0.0174751, -0.556019, -0.00985214, -0.00361321
7243.7, -1.46083, -0.029942, -0.017234, -0.530496, 0.00409804, 0.00400849
7263.93, -1.4708, -0.030177, -0.01802, -0.508572, -0.0056292, -0.019902
7284.1, -1.48023, -0.0292825, -0.0146601, -0.490484, 0.0188724, 0.0715261
7304.29, -1.48771, -0.0304687, -0.0182714, -0.563451, -0.020103, -0.0511186
7324.45, -1.51284, -0.0313613, -0.0176077, -0.751508, -0.0301614, -0.00485464
7344.62, -1.51889, -0.032161, -0.0173965, -0.71006, -0.0442813, 0.00250831
7364.76, -1.53681, -0.0416649, -0.0212939, -0.607586, -0.198122, -0.077204
7384.85, -1.55158, -0.0429144, -0.0199793, -0.679223, -0.134242, -0.00486502
7405, -1.56794, -0.0424689, -0.0197619, -0.74675, -0.0580843, 0.00279266
7425.15, -1.57788, -0.0432628, -0.0204536, -0.816946, -0.0641226, -0.017607
7445.33, -1.61811, -0.0418262, -0.019008, -1.17625, 0.00478596, 0.00699058
7465.52, -1.63068, -0.03974, -0.0175784, -1.19912, 0.0625691, 0.0455351
7485.71, -1.66351, -0.0449103, 0.00519225, -1.14183, -0.149379, 0.63175
7505.9, -1.66957, -0.0338667, -0.000608069, -0.733809, 0.191986, 0.183234
7526.09, -1.67653, -0.0327967, 0.00322083, -0.536467, 0.125812, 0.192177
7546.28, -1.68826, -0.0379, 0.00747303, -0.561336, -0.0458906, 0.20584
7566.5, -1.69623, -0.0380645, 0.00666795, -0.481246, -0.0286477, 0.0872928
7586.7, -1.70843, -0.038475, 0.00441742, -0.529158, -0.0271344, 0.00368224
7606.92, -1.71878, -0.0374001, 0.00428875, -0.530675, 0.0124336, 0.00291746
7627.15, -1.72872, -0.0367641, 0.00314273, -0.514274, 0.0218581, -0.0263838
7647.37, -1.74635, -0.0361832, -0.00722777, -0.721094, 0.0225872, -0.307889
7667.49, -1.75433, -0.0354711, -0.00506218, -0.564302, 0.0289227, -0.105389
7687.76, -1.76442, -0.0349201, -0.00136, -0.522946, 0.0319192, 0.0335223
7707.93, -1.77277, -0.0431622, -0.00134312, -0.471221, -0.214685, 0.00405039
7728.09, -1.78302, -0.0335615, 0.00452, -0.495041, 0.186313, 0.202236
7748.25, -1.79004, -0.0494751, -0.0110827, -0.435376, -0.216226, -0.190135
7768.42, -1.79802, -0.0502977, -0.0120979, -0.41938, -0.134286, -0.117231
7788.6, -1.80947, -0.0527326, -0.0183975, -0.473237, -0.122005, -0.180507
7808.78, -1.81501, -0.0516571, -0.0166163, -0.495971, -0.0569351, -0.0788467
7828.91, -1.83082, -0.0514516, -0.0146249, -0.524456, -0.0221269, 0.0141946
7849.12, -1.83442, -0.0612589, -0.0123976, -0.477662, -0.293862, 0.0733087
7869.28, -1.84309, -0.0393091, 0.0274887, -0.3671, 0.308612, 0.726076
7889.41, -1.85253, -0.0418864, 0.0261287, -0.418183, 0.0957442, 0.339693
7909.52, -1.86213, -0.0405936, 0.0258284, -0.441828, 0.0805775, 0.165847
7929.68, -1.88001, -0.0263923, 0.023669, -0.661776, 0.386876, 0.0326118
7949.83, -1.89017, -0.0233113, 0.0232777, -0.591286, 0.28046, 0.013633
7970.07, -1.8998, -0.0196806, 0.0237215, -0.539039, 0.232284, 0.01937
7990.23, -1.91392, -0.0206198, 0.0199221, -0.620942, 0.0985577, -0.0984214
8010.42, -1.92589, -0.0167898, 0.0529128, -0.60984, 0.143782, 0.752105
8030.61, -1.93665, -0.0220055, 0.0516201, -0.576656, -0.0299458, 0.367564
8050.75, -1.94413, -0.0129322, 0.0474467, -0.478011, 0.205369, 0.087179
8070.98, -1.95707, -0.0126355, 0.0462971, -0.546459, 0.131119, 0.0466446
8091.21, -1.964, -0.0139347, 0.0518324, -0.45121, -0.0338006, 0.219216
8111.38, -1.96849, -0.0141555, 0.0518182, -0.450647, -0.0304786, 0.156673
8131.55, -1.98215, -0.013009, 0.0500311, -0.451095, 0.0148908, 0.0171137
8151.72, -1.99079, -0.011088, 0.0464271, -0.438821, 0.0524074, -0.0807336
8171.87, -2.0101, -0.0083547, 0.0429542, -0.560102, 0.0766186, -0.103129
8192.09, -2.02357, -0.00716797, 0.0425386, -0.615342, 0.0682092, -0.0630587
8212.32, -2.03804, -0.00457012, 0.0392949, -0.67927, 0.0517639, -0.140356
8232.56, -2.04525, -0.0164482, 0.0443496, -0.524223, -0.262407, 0.0509152
8252.78, -2.05595, -0.0150855, 0.0439982, -0.531355, -0.101725, 0.0219572
8273, -2.06824, -0.0162451, 0.0399976, -0.555215, -0.0677116, -0.0705564
8293.23, -2.07226, -0.0147756, 0.0400314, -0.511656, -0.00686372, -0.0496
8313.46, -2.089, -0.00809124, 0.0423648, -0.546957, 0.187185, 0.032917
8333.66, -2.09897, -0.00812374, 0.0423822, -0.522015, 0.170276, -0.0366369
8353.86, -2.10907, -0.00772715, 0.0427368, -0.509566, 0.0973919, -0.00528267
8373.98, -2.11592, -0.0100344, 0.047558, -0.415568, -0.0150462, 0.130826
8394.15, -2.12618, -0.00993163, 0.0444045, -0.456905, -0.00850304, 0.00264302
8414.26, -2.1312, -0.0108422, 0.0430128, -0.469829, -0.031904, -0.0375546
8434.45, -2.14678, -0.0111807, 0.0398916, -0.50274, -0.0192801, -0.0866511
8454.59, -2.15627, -0.0117221, 0.0389245, -0.488994, -0.023069, -0.0680172
8474.8, -2.16584, -0.0113429, 0.039022, -0.483508, -0.00370066, -0.0315369
8494.94, -2.17417, -0.0204473, 0.0411873, -0.450889, -0.223401, 0.0364883
8515.07, -2.18531, -0.0191948, 0.0412601, -0.505742, -0.0813525, 0.013302
8535.23, -2.19381, -0.0231987, 0.0354246, -0.45504, -0.148278, -0.143054
8555.42, -2.21191, -0.0295555, 0.0286694, -0.668344, -0.284813, -0.235448
8575.61, -2.21796, -0.0247804, 0.0279022, -0.4903, -0.0300546, -0.13955
8595.8, -2.22818, -0.024131, 0.0272311, -0.495915, -0.00152194, -0.082759
8615.93, -2.23828, -0.0217571, 0.0274722, -0.500291, 0.0569734, -0.036625
8636.15, -2.24404, -0.0215267, 0.0271637, -0.521746, 0.0473534, -0.0349891
8656.37, -2.25784, -0.0249483, 0.0276257, -0.475581, -0.0443395, 0.00148041
8676.6, -2.26865, -0.0213733, 0.0286669, -0.507677, 0.0443807, 0.00925087
8696.83, -2.28031, -0.0290776, 0.0308548, -0.552812, -0.195893, 0.0654194
8716.94, -2.29135, -0.0214961, 0.0272877, -0.555233, 0.0830382, -0.016585
8737.17, -2.3067, -0.0257918, 0.0254226, -0.6608, -0.0425905, -0.0428312
8757.4, -2.31758, -0.0326379, 0.0260129, -0.781811, -0.224583, -0.0139568
8777.56, -2.33731, -0.043848, 0.0163781, -0.697008, -0.168846, -0.134497
8797.85, -2.33981, -0.039255, 0.0165393, -0.570445, 0.0092145, -0.0918026
8817.98, -2.36284, -0.026063, 0.0232631, -0.692733, 0.388201, 0.19082
8838.14, -2.37864, -0.026953, 0.0310487, -0.740114, 0.177657, 0.287388
8858.34, -2.40167, -0.0317323, 0.0316867, -0.893658, -0.0193004, 0.223326
8878.5, -2.4298, -0.018655, 0.0312562, -1.1433, 0.308249, 0.104185
8898.63, -2.4437, -0.0232126, 0.0335639, -0.90845, 0.0223758, 0.119418
8918.78, -2.45065, -0.0245944, 0.0318791, -0.637168, -0.0228004, 0.0214393
8939.02, -2.46191, -0.0214471, 0.0336898, -0.610654, 0.0554368, 0.0384635
8959.22, -2.47454, -0.0191025, 0.0312033, -0.620858, 0.0855044, -0.0407459
8979.37, -2.48592, -0.017206, 0.0299655, -0.605077, 0.0996594, -0.0623316
8999.48, -2.49566, -0.0171499, 0.0284813, -0.547511, 0.0525306, -0.0681126
9019.61, -2.50387, -0.0143249, 0.024703, -0.625065, 0.117721, -0.155907
9039.72, -2.52013, -0.0149703, 0.0232791, -0.589092, 0.0330727, -0.0922834
9059.89, -2.54068, -0.0116269, 0.0184629, -0.815547, 0.0858587, -0.151644
9080.01, -2.55253, -0.0110308, 0.0268641, -0.705019, 0.0583844, 0.102822
9100.11, -2.55828, -0.016978, 0.0291128, -0.503197, -0.096317, 0.0908764
9120.29, -2.56923, -0.0121365, 0.0266206, -0.52476, 0.06834, -0.0139764
9140.51, -2.57494, -0.010852, 0.0233858, -0.537848, 0.0853782, -0.101711
9160.7, -2.59148, -0.0137497, 0.0214388, -0.55153, 0.0118467, -0.140906
9180.93, -2.59681, -0.0135485, 0.0215478, -0.546516, 0.0141929, -0.0978741
9201.13, -2.60882, -0.0128168, 0.0242039, -0.456791, 0.0221955, 0.0131923
9221.26, -2.6159, -0.0163921, 0.0185486, -0.390618, -0.07542, -0.139045
9241.42, -2.63758, -0.00936255, 0.0282366, -0.657216, 0.149701, 0.0678609
9261.68, -2.65055, -0.00773899, 0.0285019, -0.613764, 0.132169, 0.0295962
9281.85, -2.66068, -0.0114537, 0.0244903, -0.427415, 0.0237375, -0.167505
9302.01, -2.6748, -0.0174041, 0.0310764, -0.586237, -0.135867, 0.0282272
9322.2, -2.67867, -0.0142613, 0.0259156, -0.529531, -0.00826353, -0.126066
9342.35, -2.68605, -0.0143045, 0.0260948, -0.33425, 0.073018, -0.0870218
9362.54, -2.69127, -0.0211186, 0.028777, -0.281288, -0.143045, 0.0473865
9382.68, -2.70422, -0.0176861, 0.03237, -0.467638, 0.0195879, 0.133654
9402.87, -2.71274, -0.0165916, 0.0333627, -0.447377, 0.0366861, 0.0927709
9423.06, -2.73034, -0.0207869, 0.0345087, -0.688567, -0.0932299, 0.0371006
9443.25, -2.73974, -0.0194269, 0.0340238, -0.582166, -0.0147789, 0.00725071
9463.48, -2.7462, -0.0141044, 0.0300942, -0.444983, 0.137114, -0.0734247
9483.67, -2.75629, -0.0140651, 0.0301172, -0.455442, 0.101385, -0.0349534
9503.9, -2.76564, -0.0147959, 0.0327937, -0.458679, 0.0377219, 0.0364869
9524.12, -2.78557, -0.026156, 0.0331646, -0.720519, -0.257013, 0.0277576
9544.28, -2.79716, -0.0256341, 0.0315228, -0.665855, -0.155112, -0.0298334
9564.42, -2.80725, -0.025392, 0.0313293, -0.587274, -0.0737464, -0.0200236
9584.58, -2.81215, -0.0253513, 0.0309585, -0.559704, -0.0516891, -0.0248591
9604.75, -2.82527, -0.0258739, 0.0296851, -0.460778, -0.0442639, -0.00139196
9624.91, -2.82972, -0.0255649, 0.0292503, -0.456488, -0.0229593, -0.0133242
9645.09, -2.84111, -0.0266106, 0.035149, -0.381597, -0.0465854, 0.134812
9665.23, -2.85351, -0.0259906, 0.0281506, -0.481391, -0.0167343, -0.0740261
9685.42, -2.86535, -0.023203, 0.027429, -0.538188, 0.0361613, -0.057114
9705.59, -2.87431, -0.0239453, 0.0297814, -0.510047, -0.00111731, 0.0148208
9725.79, -2.885, -0.0230821, 0.0307883, -0.514701, 0.0179054, 0.028708
9746.01, -2.88866, -0.0230768, 0.0306898, -0.472466, 0.0129802, 0.0177781
9766.18, -2.90651, -0.0258191, 0.0303919, -0.576534, -0.0798509, -0.00181768
9786.4, -2.91669, -0.0249678, 0.0298468, -0.543498, -0.0202861, -0.014194
9806.63, -2.92509, -0.0177875, 0.0315784, -0.479302, 0.171532, 0.0290864
9826.85, -2.94135, -0.0171116, 0.0259123, -0.650341, 0.119337, -0.135321
9847.08, -2.95493, -0.0159282, 0.0250852, -0.664347, 0.0900598, -0.0895988
9867.23, -2.96701, -0.0167077, 0.0258244, -0.630932, 0.0201631, -0.0246658
9887.41, -2.97758, -0.0114346, 0.0290662, -0.57142, 0.160567, 0.0802511
9907.63, -2.9866, -0.0113774, 0.0275845, -0.512821, 0.0838299, 0.00515358
9927.84, -2.99517, -0.00852215, 0.0299285, -0.466163, 0.132107, 0.0721575
9948, -3.00534, -0.0108162, 0.0306399, -0.481729, 0.0137676, 0.0526172
9968.18, -3.01009, -0.0109909, 0.0305089, -0.479721, 0.00491378, 0.0339867
9988.29, -3.03027, -0.0160787, 0.0290868, -0.626365, -0.146146, -0.0378954
10008.4, -3.03881, -0.0217592, 0.0303652, -0.690712, -0.265744, 0.00908754
10028.6, -3.06137, -0.0235942, 0.0278527, -0.77658, -0.146532, -0.0715869
10048.7, -3.06999, -0.0203379, 0.0285899, -0.607575, -0.00572967, -0.0145096
10068.9, -3.07792, -0.0157025, 0.0299838, -0.533691, 0.0706971, 0.0374469
10089.1, -3.08809, -0.0166485, 0.0291904, -0.521541, 0.0154307, -0.000646224
10109.3, -3.09829, -0.0136078, 0.0295973, -0.510823, 0.0848052, 0.0115644
10129.5, -3.10959, -0.0113838, 0.0294458, -0.544386, 0.097455, 0.000756539
10149.7, -3.12063, -0.0074835, 0.028352, -0.55516, 0.138014, -0.0214894
10169.9, -3.13433, -0.00681079, 0.0299502, -0.618474, 0.087225, 0.0278489
10190, 3.14029, -0.00718655, 0.0299798, -0.527052, 0.0343262, 0.0108678
10210.2, 3.13188, -0.0066278, 0.0304675, -0.475282, 0.0312176, 0.0174465
10230.4, 3.12338, -0.00704005, 0.0301001, -0.449579, 0.00267987, -0.00112231
10250.6, 3.11375, -0.00960352, 0.0284829, -0.464296, -0.0635643, -0.0394543
10270.9, 3.10088, -0.011576, 0.0260278, -0.559717, -0.0796345, -0.0803815
10291.1, 3.07945, -0.0111638, 0.0244071, -0.808853, -0.0308561, -0.0806994
10311.3, 3.05946, -0.00909136, 0.0235938, -0.899385, 0.0338228, -0.0562435
10331.4, 3.04093, -0.0110294, 0.0263542, -0.912414, -0.0297849, 0.0382825
10351.6, 3.03643, -0.00578784, 0.0238556, -0.781463, 0.127239, -0.0433981
10371.7, 3.01415, -0.0087537, 0.0233365, -0.63461, -0.0375094, -0.0164785
10391.9, 3.0026, -0.00921267, 0.0251065, -0.606864, -0.0304244, 0.0346038
10412.1, 2.99275, -0.00933305, 0.026531, -0.553552, -0.0149824, 0.0540068
10432.4, 2.97517, -0.0434197, 0.0346953, -0.676724, -0.710345, 0.181625
10452.6, 2.96324, -0.0438631, 0.0345932, -0.643508, -0.37163, 0.0930986
10472.8, 2.94384, -0.0331407, 0.0304328, -0.802399, 0.0700655, -0.0534215
10493, 2.91454, -0.030322, 0.0310308, -1.12918, 0.102328, -0.00864281
10513.2, 2.89225, -0.01796, 0.0322868, -1.122, 0.353293, 0.0261205
10533.4, 2.87617, -0.0188271, 0.0302696, -1.25997, 0.228568, -0.0384664
10553.5, 2.84033, -0.0178678, 0.0368085, -1.20847, 0.104016, 0.134193
10573.6, 2.82816, -0.0174882, 0.037516, -1.21081, 0.0852901, 0.11621
10593.8, 2.8018, -0.0159321, 0.0389378, -1.003, 0.0626361, 0.0719643
10614.1, 2.77283, -0.0173148, 0.0394096, -1.23485, -0.00406265, 0.0443054
10634.2, 2.73569, -0.015939, 0.0381507, -1.55146, 0.0233173, -0.0126252
10654.5, 2.72177, -0.0129249, 0.0412006, -1.50635, 0.102148, 0.0774104
10674.6, 2.66965, -0.0174967, 0.0437243, -1.6528, -0.0868413, 0.096161
10694.8, 2.65221, -0.0134748, 0.0409408, -1.28591, 0.0426959, -0.0125114
10714.9, 2.62771, -0.0187575, 0.0404681, -1.24959, -0.0910047, -0.0139034
10735.1, 2.60762, -0.0140502, 0.0378456, -1.13048, 0.0678001, -0.0709425
10755.3, 2.58366, -0.0150642, 0.0401839, -1.15315, 0.00894271, 0.0147561
10775.5, 2.55634, -0.0266497, 0.0445484, -1.25674, -0.277275, 0.113762
10795.6, 2.5411, -0.0268261, 0.0437734, -1.01059, -0.147727, 0.0399371
10815.8, 2.52601, -0.0268345, 0.0435522, -0.887056, -0.073858, 0.0181124
10836, 2.51161, -0.0261592, 0.0398722, -0.803425, -0.0146239, -0.0947103
10856.2, 2.50123, -0.0293958, 0.0403766, -0.664929, -0.0862497, -0.0363552
10876.3, 2.49312, -0.027259, 0.0398187, -0.541829, -0.00221049, -0.0299827
10896.5, 2.48353, -0.0265684, 0.0408762, -0.514836, 0.019509, 0.00636476
10916.7, 2.47689, -0.0288172, 0.0425438, -0.55694, -0.0497675, 0.051831
10936.9, 2.46852, -0.0117914, 0.0403152, -0.422964, 0.263138, -0.0252387
10957, 2.46165, -0.0123011, 0.0402801, -0.497682, 0.174097, -0.0190788
10977.2, 2.44867, -0.00669265, 0.03492, -0.482178, 0.183079, -0.134103
10997.4, 2.43795, -0.00768322, 0.0379359, -0.502169, 0.0753758, 0.0135525
11017.6, 2.42802, -0.0065344, 0.0381847, -0.494985, 0.063308, 0.0168503
11037.8, 2.41575, -0.00417494, 0.0408243, -0.550714, 0.0881063, 0.0615022
11057.9, 2.40622, -0.00474906, 0.0414601, -0.478488, -0.029914, 0.0612609
