Time [ms], Yaw [rad], Pitch [rad], Roll [rad], Yaw velocity [rad/s], Pitch velocity [rad/s], Roll velocity [rad/s]
11078.1, 2.40129, -0.00501658, 0.0416259, -0.482568, -0.0290176, 0.0485949
11098.2, 2.38984, -0.0041299, 0.0402424, -0.419663, 0.010426, -0.00644954
11118.4, 2.38008, -0.002537, 0.0414501, -0.453112, 0.0441067, 0.0260718
11138.6, 2.36163, 0.00363938, 0.0383549, -0.698107, 0.188484, -0.095929
11158.7, 2.35643, 0.000858696, 0.0443743, -0.485121, 0.0291194, 0.0971957
11179, 2.34855, 0.00330384, 0.0445198, -0.441883, 0.0651013, 0.0564654
11199, 2.34016, 0.00378007, 0.0444853, -0.429096, 0.0490557, 0.0259919
11219.1, 2.33017, 0.00559008, 0.0441661, -0.46352, 0.069222, 0.00557862
11239.3, 2.31825, 0.00954437, 0.0386399, -0.535617, 0.144097, -0.152539
11259.4, 2.30773, 0.007899, 0.0436128, -0.528124, 0.0284825, 0.0577476
11279.6, 2.29611, 0.00937705, 0.0451089, -0.570933, 0.0413067, 0.0539316
11299.7, 2.27309, 0.0126927, 0.0343234, -1.06159, 0.123587, -0.267091
11319.9, 2.24924, 0.01179, 0.0421658, -0.896361, 0.000768917, 0.130015
11340.1, 2.23543, 0.0288117, 0.0341887, -0.793094, 0.35954, -0.0946099
11360.4, 2.22669, 0.0287772, 0.0337947, -0.62497, 0.283414, -0.0567192
11380.5, 2.21696, 0.0121037, 0.0318885, -0.563877, -0.209334, -0.0796494
11400.8, 2.20184, 0.028921, 0.0317494, -0.657662, 0.301856, -0.0510667
11420.9, 2.19012, 0.0322305, 0.0318061, -0.624818, 0.242442, -0.0222736
11441.2, 2.18138, 0.0289125, 0.0310922, -0.533817, 0.0519056, -0.0260569
11461.4, 2.17157, 0.0267625, 0.0289839, -0.518049, -0.0402976, -0.0573636
11481.5, 2.16211, 0.0247661, 0.0289915, -0.493241, -0.0707676, -0.0298003
11501.7, 2.15285, 0.00895386, 0.0291634, -0.478599, -0.421031, -0.011116
11521.9, 2.13792, 0.0244463, 0.0281977, -0.49677, 0.261413, -0.0311472
11542.1, 2.12748, 0.0130264, 0.0301176, -0.506967, -0.154561, 0.0240392
11562.3, 2.12096, 0.0133089, 0.030476, -0.548014, -0.10274, 0.0273844
11582.4, 2.10107, 0.0242167, 0.0272603, -0.606849, 0.158861, -0.050097
11602.6, 2.0937, 0.0229072, 0.0278981, -0.491323, 0.0409512, -0.00981956
11622.8, 2.08263, 0.0211697, 0.0283367, -0.525141, -0.0159184, 0.00766688
11643, 2.07233, 0.0196919, 0.029409, -0.519195, -0.0420099, 0.0279001
11663.2, 2.06215, 0.00710097, 0.0303063, -0.512129, -0.388807, 0.0445779
11683.4, 2.04822, 0.00963861, 0.0292953, -0.601658, -0.137881, -0.00171059
11703.6, 2.04092, 0.0152047, 0.0304853, -0.47535, 0.0662125, 0.0344561
11723.8, 2.02564, 0.0111484, 0.0397056, -0.623722, -0.0582901, 0.185653
11744, 2.01711, 0.00999413, 0.0393377, -0.527909, -0.0580088, 0.0863666
11764.2, 2.00886, 0.00868704, 0.0390184, -0.475271, -0.0599945, 0.0369853
11784.4, 1.9997, 0.00794657, 0.0406942, -0.468233, -0.0492171, 0.0541279
11804.6, 1.99004, 0.00676977, 0.0427085, -0.475936, -0.0542419, 0.0764338
11824.8, 1.98123, 0.0150102, 0.0421875, -0.452546, 0.203225, 0.021792
11844.9, 1.97197, 0.0160767, 0.0414516, -0.461218, 0.127219, -0.00644779
11865.1, 1.97197, 0.0160767, 0.0414516, -0.461218, 0.127219, -0.00644779
11885.1, 1.95182, 0.00951616, 0.0405698, -0.492252, -0.0558546, -0.021277
11905.3, 1.94727, 0.0104603, 0.0406554, -0.481518, -0.013257, -0.01282
11925.5, 1.93331, 0.0110735, 0.0423219, -0.463897, -0.0142015, 0.124406
11945.7, 1.9236, 0.0115398, 0.0434944, -0.475186, 0.00801996, 0.0907305
11965.9, 1.9149, 0.0130969, 0.0419435, -0.45536, 0.0410807, 0.00596046
11986, 1.90523, 0.0142602, 0.0402583, -0.467597, 0.0471777, -0.0365781
12006.2, 1.89603, 0.0145644, 0.0405532, -0.461859, 0.0310799, -0.0124182
12026.4, 1.88607, 0.0178667, 0.0320554, -0.476686, 0.0828229, -0.239506
12046.5, 1.87785, 0.017566, 0.0398423, -0.440688, 0.0284519, 0.094035
12066.8, 1.86959, 0.0183686, 0.038393, -0.427252, 0.0341341, 0.0130176
12087, 1.86028, 0.019453, 0.0381541, -0.445793, 0.0439092, 0.000871417
12107.2, 1.85209, 0.0209272, 0.0377469, -0.428333, 0.0584101, -0.00945907
12127.4, 1.8428, 0.0222319, 0.0389362, -0.445364, 0.0649322, 0.0174031
12147.5, 1.83016, 0.0247534, 0.0345498, -0.519289, 0.0959689, -0.0863059
12167.8, 1.83016, 0.0247534, 0.0345498, -0.519289, 0.0959689, -0.0863059
12187.9, 1.8158, 0.0265364, 0.0338021, -0.401374, 0.058122, -0.0365156
12208.1, 1.80654, 0.0295001, 0.0298702, -0.428429, 0.0920863, -0.105838
12228.2, 1.79635, 0.0332341, 0.0268972, -0.472301, 0.142701, -0.127424
12248.4, 1.79195, 0.0319534, 0.0266258, -0.463066, 0.0659433, -0.0989958
12268.6, 1.77261, 0.0301809, 0.0243128, -0.547165, 0.0281212, -0.133617
12288.8, 1.76374, 0.0285549, 0.0224923, -0.491701, -0.00121555, -0.147611
12309, 1.75144, 0.0268832, 0.0281885, -0.552453, -0.0568219, 0.0723445
12329.2, 1.74212, 0.0283905, 0.0240736, -0.509157, 0.0177333, -0.0801218
12349.4, 1.73215, 0.0292874, 0.023328, -0.501926, 0.0319963, -0.0590732
12369.6, 1.7222, 0.0297197, 0.0239238, -0.502136, 0.032115, -0.0198763
12389.8, 1.71136, 0.0276208, 0.0284117, -0.523882, -0.0468447, 0.112724
12410, 1.70132, 0.0284267, 0.0257176, -0.520461, -0.0106082, 0.0150794
12430.1, 1.69138, 0.0277842, 0.0252031, -0.51116, -0.0203495, -0.00761458
12450.4, 1.68056, 0.0285535, 0.0255535, -0.52563, 0.00826636, 0.00461455
12470.6, 1.67035, 0.0283708, 0.0256928, -0.518148, -0.000198665, 0.00575798
12490.7, 1.66003, 0.028579, 0.027163, -0.514665, 0.00216264, 0.0335781
12511, 1.65041, 0.0299875, 0.0252591, -0.501589, 0.037745, -0.0271776
12531.2, 1.64035, 0.0279875, 0.0253899, -0.499033, -0.0335019, -0.0138618
12551.3, 1.62812, 0.0234039, 0.0322744, -0.559873, -0.159514, 0.180336
12571.5, 1.62465, 0.0283985, 0.0277925, -0.499408, 0.027283, 0.0021678
12591.7, 1.60798, 0.0260784, 0.0306927, -0.529617, -0.0188634, 0.0476418
12611.8, 1.59163, 0.0292246, 0.0303535, -0.53236, 0.0604554, 0.0114308
12632, 1.58183, 0.0293872, 0.0295, -0.511789, 0.0349936, -0.0148979
12652.1, 1.57134, 0.0294935, 0.0296294, -0.517951, 0.0205537, -0.00449988
12672.3, 1.56637, 0.0288278, 0.0284794, -0.512027, -0.00414368, -0.0358231
12692.5, 1.55242, 0.0294969, 0.0259, -0.500889, 0.0195753, -0.0667607
12712.6, 1.54269, 0.0292941, 0.0243701, -0.49374, 0.00535032, -0.0618588
12732.8, 1.53026, 0.0299187, 0.0259617, -0.562633, 0.0212877, 0.00705572
12752.9, 1.52144, 0.0295879, 0.0218165, -0.495301, 0.00221431, -0.100199
12773.1, 1.51057, 0.0302076, 0.0244185, -0.518939, 0.0144964, 0.00443813
12793.3, 1.5005, 0.0299697, 0.0247327, -0.514195, -0.00242883, 0.00514502
12813.4, 1.49196, 0.0296546, 0.0200851, -0.471646, -0.00891399, -0.110432
12833.6, 1.487, 0.02685, 0.0199877, -0.478495, -0.0858898, -0.0818886
12853.7, 1.46954, 0.0292065, 0.0234364, -0.537005, 0.00758864, 0.0287056
12873.9, 1.45896, 0.0266735, 0.0150472, -0.538145, -0.0740844, -0.217904
12894, 1.44942, 0.0265573, 0.0153734, -0.509392, -0.0376805, -0.102537
12914.2, 1.44001, 0.0269672, 0.0165324, -0.490568, -0.00937379, -0.024447
12934.4, 1.43031, 0.0257302, 0.0157221, -0.487145, -0.0353146, -0.027831
12954.5, 1.42043, 0.0257508, 0.0170399, -0.489024, -0.0152577, 0.0214957
12974.7, 1.41035, 0.0255687, 0.0170112, -0.500893, -0.0143082, 0.00545174
12994.8, 1.40054, 0.0255585, 0.0149815, -0.494242, -0.0111497, -0.0464718
13015, 1.39077, 0.0254955, 0.0158281, -0.491429, -0.00653702, -0.00174024
13035.2, 1.38182, 0.0288123, 0.0210491, -0.46517, 0.0881983, 0.144084
13055.3, 1.37254, 0.0277393, 0.0135924, -0.466427, 0.0244874, -0.0724413
13075.6, 1.35883, 0.0278392, 0.0144674, -0.58095, 0.0163978, -0.0136423
13095.8, 1.35042, 0.0282775, 0.0137226, -0.654879, 0.0241737, -0.0308859
13116, 1.31885, 0.0336063, 0.0149561, -0.914626, 0.106474, 0.00826814
13136.1, 1.29328, 0.0345437, 0.0126193, -1.09629, 0.0611395, -0.0486386
13156.3, 1.2719, 0.0337428, 0.0120171, -1.08261, 0.0158167, -0.0486418
13176.5, 1.25467, 0.0330037, 0.0114286, -0.990498, 0.016367, 0.0108737
13196.7, 1.2479, 0.0340862, 0.0132455, -0.661009, 0.0690251, 0.0813725
13216.9, 1.24465, 0.0334595, 0.0135788, -0.565726, 0.031692, 0.0677537
13237.2, 1.22413, 0.0231334, 0.00758376, -0.677643, -0.271337, -0.128174
13257.4, 1.21321, 0.0092895, -0.00225781, -0.613684, -0.47612, -0.305244
13277.6, 1.20554, 0.0126136, -0.00277008, -0.481836, -0.164864, -0.152475
13297.8, 1.19444, 0.0123512, -0.00100805, -0.511507, -0.0797561, -0.0365858
13318, 1.1851, 0.0141336, -0.000549353, -0.491316, 0.00565129, -0.010632
13338.3, 1.17407, 0.0130891, 9.839e-05, -0.526875, -0.0298793, 0.00330724
13358.4, 1.16273, 0.0140624, 0.000376054, -0.538691, 0.00188249, 0.00364763
13378.6, 1.1539, 0.0132093, -0.00306396, -0.495824, -0.0305335, -0.102193
13398.8, 1.1444, 0.0123606, -0.00074321, -0.483107, -0.0346681, 0.0211556
13419.1, 1.13568, 0.0147319, -0.00581433, -0.460165, 0.0398937, -0.112514
13439.3, 1.12702, 0.0144038, -0.00669635, -0.449939, 0.00914504, -0.0772889
13459.5, 1.11536, 0.0164212, -0.00723085, -0.526641, 0.0733637, -0.0272452
13479.8, 1.11202, 0.0151987, -0.00520697, -0.472196, 0.0179144, 0.0378486
13500, 1.10031, 0.010866, -0.010108, -0.411301, -0.106968, -0.104322
13520.2, 1.09129, 0.00970715, -0.0119232, -0.430704, -0.08596, -0.101075
13540.3, 1.08334, 0.00879601, -0.0137846, -0.414717, -0.065492, -0.0948094
13560.4, 1.07042, 0.00945959, -0.00674035, -0.539294, -0.0148372, 0.155503
13580.6, 1.06431, 0.00710163, -0.0146637, -0.438874, -0.06093, -0.0824661
13600.8, 1.05952, 0.00670904, -0.0153641, -0.450228, -0.054787, -0.0789443
13621, 1.04063, 0.00658718, -0.00655855, -0.598926, -0.00949297, 0.231397
13641, 1.03088, 0.00586302, -0.00705402, -0.544714, -0.0224922, 0.106749
13661.2, 1.02094, 0.00770144, -0.00489823, -0.526913, 0.04585, 0.119106
13681.3, 1.0104, 0.00554351, -0.00437363, -0.52312, -0.0189342, 0.0732743
13701.5, 0.996378, 0.00527205, -0.00469196, -0.489701, -0.011795, 0.0306337
13721.7, 0.989369, 0.005828, -0.0050474, -0.436905, 0.00211216, 0.00215589
13741.8, 0.976558, 0.0185438, 0.00424497, -0.536006, 0.310448, 0.227182
13761.9, 0.970402, 0.0192106, 0.0040855, -0.426289, 0.180887, 0.112539
13782.1, 0.961625, 0.0250191, 0.00600966, -0.554235, 0.294263, 0.135182
13802.2, 0.943813, 0.0286261, 0.0058064, -0.601111, 0.183711, 0.0398607
13822.4, 0.934828, 0.0300094, 0.0059526, -0.529611, 0.126075, 0.0166848
13842.6, 0.92482, 0.0288383, 0.00504508, -0.511892, 0.0401389, -0.0079932
13862.7, 0.913942, 0.028556, 0.00230276, -0.527462, 0.0137407, -0.0708222
13882.9, 0.910596, 0.0275238, 0.0037207, -0.472771, -0.0194148, -0.0105523
13903, 0.894407, 0.0264175, 0.00399053, -0.509669, -0.0366069, -0.000168433
13923.2, 0.884287, 0.0261402, 0.00461959, -0.510838, -0.0244935, 0.0103505
13943.4, 0.873356, 0.0267384, 0.00450528, -0.528963, 0.00615571, 0.00585137
13963.6, 0.863094, 0.0274142, 0.0033392, -0.521036, 0.0119395, -0.0416794
13983.8, 0.856313, 0.0232993, -0.00108841, -0.432488, -0.0939813, -0.129119
14004, 0.851563, 0.0247839, -0.000202569, -0.444545, -0.0252577, -0.0674069
14024.3, 0.837849, 0.0270986, -0.000160876, -0.448855, 0.0306665, -0.0294252
14044.4, 0.831317, 0.0295606, -0.00106196, -0.506791, 0.0917658, -0.0466271
14064.6, 0.81632, 0.0320489, 0.00455509, -0.491563, 0.071984, 0.109311
14084.7, 0.804972, 0.0340539, 0.00215553, -0.52846, 0.085739, -0.00225715
14104.9, 0.799391, 0.0356189, -0.0090846, -0.413401, 0.130081, -0.302296
14125.1, 0.790762, 0.0451499, -0.00344242, -0.432768, 0.335524, 0.00267225
14145.2, 0.781693, 0.0458746, -0.00137397, -0.450599, 0.187725, 0.0468534
14165.4, 0.775601, 0.0477557, -0.00272354, -0.495545, 0.187834, -0.00468404
14185.6, 0.739255, 0.0319662, 0.00626623, -0.90083, -0.215474, 0.152958
14205.8, 0.725424, 0.0323512, 0.00360555, -0.799012, -0.101262, 0.0137992
14226.1, 0.711211, 0.0292911, 0.00473876, -0.756004, -0.126437, 0.0346547
14246.3, 0.711211, 0.0292911, 0.00473876, -0.756004, -0.126437, 0.0346547
14266.5, 0.678516, 0.0306386, 0.000669274, -0.794015, 6.06126e-05, -0.0861658
14286.7, 0.656268, 0.0285197, 0.000141799, -0.957743, -0.0438863, -0.0591242
14306.9, 0.625733, 0.0297682, -0.00195335, -1.22898, -0.0126092, -0.0909623
14327.2, 0.592596, 0.0361464, -0.00427555, -1.44277, 0.164605, -0.111422
14347.4, 0.575475, 0.0240545, -0.0121125, -1.15308, -0.160491, -0.214156
14367.6, 0.557991, 0.0229532, -0.0115914, -1.01737, -0.109194, -0.0972733
14387.8, 0.531691, 0.0340201, -0.00575046, -1.13397, 0.139342, 0.0693971
14408, 0.50784, 0.0352798, -0.00641113, -1.16395, 0.115667, 0.0189148
14428.1, 0.495321, 0.0360042, -0.00657318, -1.18888, 0.103413, 0.00895946
14448.3, 0.457516, 0.0363222, -0.00703863, -1.28319, 0.192561, 0.0656172
14468.5, 0.43653, 0.0362524, -0.00772329, -1.16237, 0.107538, 0.0147228
14488.6, 0.425529, 0.022049, -0.0102268, -0.888393, -0.23131, -0.010068
14508.8, 0.402481, 0.0379737, -0.00449563, -0.997198, 0.215273, 0.111131
14528.9, 0.381889, 0.0378484, -0.00821017, -1.02546, 0.109894, -0.0201344
14549.1, 0.384079, 0.0245472, -0.0193153, -0.672683, -0.298307, -0.329223
14569.3, 0.328006, 0.036655, -0.00843286, -1.39997, 0.0527104, 0.0308817
14589.5, 0.304273, 0.0364276, -0.00652461, -1.29164, 0.020932, 0.0509964
14609.7, 0.292442, 0.0370448, -0.0067399, -0.972851, 0.13093, 0.053422
14629.9, 0.283476, 0.0386365, -0.0054567, -0.717596, 0.105947, 0.0586471
14650.1, 0.272974, 0.0382304, -0.00584072, -0.628576, 0.0444531, 0.0159387
14670.4, 0.261133, 0.0379521, -0.00616398, -0.655237, 0.124239, 0.0238421
14690.6, 0.24608, 0.0381154, -0.00635754, -0.705496, 0.0663741, 0.00539645
14710.8, 0.232065, 0.0367876, -0.00736301, -0.742307, 0.119733, 0.00561684
14731, 0.22101, 0.0370155, -0.00811295, -0.644246, 0.0652656, -0.0134342
14751.2, 0.212795, 0.0372921, -0.00951024, -0.530643, 0.0402377, -0.0408923
14771.4, 0.20683, 0.0367004, -0.0108169, -0.549295, 0.0120578, -0.066339
14791.6, 0.184816, 0.0352088, -0.0121173, -0.668376, -0.0286436, -0.0498994
14811.7, 0.179064, 0.0344382, -0.0122619, -0.641976, -0.0423691, -0.0398517
14831.9, 0.153462, 0.0313037, -0.0138715, -0.744324, -0.0686317, -0.0318852
14852.1, 0.140683, 0.0292672, -0.0152826, -0.559058, 0.00486786, -0.00598897
14872.2, 0.128777, 0.0293134, -0.0160484, -0.57443, 0.00193455, -0.0191665
14892.3, 0.117341, 0.0282888, -0.0179684, -0.581101, -0.0225208, -0.0663579
14912.5, 0.108552, 0.00479743, -0.0237672, -0.549345, -0.49142, -0.159919
14932.7, 0.083855, 0.0195954, -0.0216087, -0.882897, 0.107718, -0.029589
14952.9, 0.0856513, 0.00305276, -0.0250099, -0.362713, -0.454006, -0.110208
14973, 0.0653968, 0.0218657, -0.0207619, -0.619931, 0.121543, 0.0642867
14993.3, 0.05722, 0.024212, -0.0202188, -0.675988, 0.1536, 0.061461
15013.5, 0.0343717, 0.025968, -0.0232607, -0.83353, 0.24241, -0.00513128
15033.6, 0.0189221, 0.026401, -0.0242725, -0.813409, 0.112918, -0.0451067
15053.8, 0.00197496, 0.0247233, -0.0244676, -0.82801, -0.00248409, -0.044134
15074.1, -0.00864868, 0.0236148, -0.0249012, -0.677786, -0.0312449, -0.0312919
15094.2, -0.0173176, 0.0232756, -0.0237436, -0.636204, 0.096322, 0.0298922
15114.5, -0.022844, 0.0241861, -0.0235064, -0.612514, 0.0948286, 0.0281434
15134.6, -0.0407333, 0.0247498, -0.0227008, -0.599995, 0.0439247, 0.031168
15154.8, -0.0407333, 0.0247498, -0.0227008, -0.599995, 0.0439247, 0.031168
15174.9, -0.0608572, 0.0222203, -0.0239529, -0.532092, -0.0368487, -0.0164119
15195, -0.0710537, 0.0262178, -0.0194359, -0.515133, 0.101066, 0.114172
15215.2, -0.0729693, 0.0105589, -0.0201682, -0.352277, -0.271921, 0.0471393
15235.4, -0.0833817, 0.0111712, -0.0195315, -0.428087, -0.126641, 0.0368099
15255.6, -0.0943577, 0.0116334, -0.0193839, -0.483902, -0.0590622, 0.0223397
15275.9, -0.113653, 0.0259377, -0.0189105, -0.683403, 0.253715, 0.0203674
15296, -0.125759, 0.0238374, -0.0187645, -0.644768, 0.0885026, 0.016512
15316.2, -0.137736, 0.0240912, -0.0170624, -0.622439, 0.0516137, 0.049888
15336.3, -0.143071, 0.0243405, -0.0169608, -0.597221, 0.044051, 0.0386255
15356.6, -0.155933, 0.0287972, -0.0135253, -0.519928, 0.315537, 0.0755253
15376.7, -0.15821, 0.0097765, -0.0144345, -0.43709, -0.313086, 0.0283429
15397, -0.175345, 0.00948578, -0.0145227, -0.509374, -0.13428, 0.00465462
15417.3, -0.185036, 0.00994976, -0.0147646, -0.518242, -0.0280026, -0.0018416
15437.4, -0.197129, 0.00905348, -0.0152657, -0.553145, -0.0445111, -0.0172772
15457.5, -0.2161, 0.0224431, -0.0187097, -0.745532, 0.302905, -0.0926596
15477.6, -0.225531, 0.022855, -0.0192742, -0.604982, 0.164482, -0.0652596
15497.9, -0.223262, 0.00736261, -0.0163177, -0.369182, -0.321305, 0.0370473
15518.1, -0.238864, 0.00410518, -0.0164837, -0.466146, -0.181131, 0.00747274
15538.2, -0.253584, -0.00404029, -0.0195891, -0.597446, -0.291168, -0.0717161
15558.4, -0.263469, 0.0191906, -0.0240825, -0.55656, 0.517863, -0.162482
15578.6, -0.282204, 0.0319529, -0.0278661, -0.741553, 0.576376, -0.175474
15598.8, -0.291565, 0.0284502, -0.0317571, -0.796713, 0.3137, -0.236028
15619, -0.309534, 0.0277523, -0.0316446, -0.65954, 0.0961718, -0.0750087
15639.2, -0.315254, 0.0277852, -0.0312704, -0.634713, 0.069841, -0.0431382
15659.4, -0.322263, 0.00997218, -0.0253408, -0.420952, -0.247192, 0.0881035
15679.6, -0.352334, 0.0556285, -0.0407094, -1.02805, 1.16038, -0.392293
15699.9, -0.34882, 0.00961737, -0.0271912, -0.44231, -0.52365, 0.127478
15720.1, -0.364283, 0.0262453, -0.0315752, -0.755263, 0.0961379, -0.0329332
15740.2, -0.380387, -0.00605216, -0.0232975, -0.608443, -0.543559, 0.13473
15760.3, -0.390975, 0.0230301, -0.0331262, -0.584815, 0.532774, -0.204334
15780.4, -0.393655, 0.00585649, -0.028197, -0.373612, 0.0140994, -0.0316486
15800.6, -0.4015, 0.00166809, -0.0256523, -0.378339, -0.111978, 0.0555851
15820.7, -0.41887, -0.00855261, -0.0215988, -0.629342, -0.348611, 0.147873
15840.9, -0.428577, -0.0202507, -0.0220302, -0.559257, -0.463588, 0.0654239
15861, -0.455357, 0.000367614, -0.0267434, -0.955788, 0.323187, -0.0983051
15881.1, -0.464158, -0.0122151, -0.021249, -0.934321, -0.125106, 0.0853086
15901.3, -0.474997, -0.0224704, -0.0182074, -0.491023, -0.351023, 0.115758
15921.4, -0.498011, 0.0147277, -0.0240465, -0.74161, 0.924348, -0.139766
15941.5, -0.512733, -0.0168823, -0.024142, -0.948695, -0.233718, -0.102854
15961.7, -0.541469, 0.0238346, -0.0321075, -0.979117, 0.65605, -0.173367
15981.9, -0.564514, 0.0237847, -0.0321904, -1.05071, 0.332327, -0.115144
16002.1, -0.580724, 0.0212598, -0.0347651, -0.994849, 0.253149, -0.223382
16022.3, -0.59507, 0.0224058, -0.0330203, -0.848838, 0.160909, -0.0779273
16042.4, -0.601347, 0.0240696, -0.035097, -0.582268, 0.125122, -0.0977481
16062.6, -0.60758, 0.0228091, -0.0324153, -0.593911, 0.0539227, 0.00597899
16082.8, -0.626661, 0.0189441, -0.0307872, -0.613317, -0.0630917, 0.0311738
16103, -0.636933, 0.0175812, -0.0313248, -0.562325, -0.0641935, 0.00335778
16123.1, -0.642194, 0.0176038, -0.0365523, -0.401863, -0.0340069, -0.145586
16143.2, -0.656087, 0.0178937, -0.032482, -0.544316, -0.0104063, 0.0242807
16163.5, -0.667477, 0.0227918, -0.0382492, -0.712896, 0.131389, -0.146084
16183.7, -0.682627, 0.0217531, -0.0387393, -0.58159, 0.0191998, -0.0681606
16203.9, -0.685101, 0.0195401, -0.0379978, -0.486864, -0.0489735, -0.0278206
16224.1, -0.696756, 0.0167569, -0.0371051, -0.424391, 0.048802, -0.0531173
16244.3, -0.706382, 0.00911977, -0.0353869, -0.452888, -0.152311, 0.017394
16264.5, -0.715232, 0.0082299, -0.0355144, -0.447832, -0.099849, 0.00582856
16284.6, -0.720782, 0.0107466, -0.0377362, -0.478224, -0.000204467, -0.0588045
16304.8, -0.736501, 0.00582007, -0.0342649, -0.50618, -0.104802, 0.0494505
16325, -0.740816, 0.00716477, -0.0333567, -0.485028, -0.0369755, 0.0611765
16345.1, -0.758914, 0.00549778, -0.0331517, -0.551043, -0.0909175, 0.102322
16365.4, -0.768989, 0.00570345, -0.0339509, -0.52841, -0.0377845, 0.0278439
16385.6, -0.782374, 0.00341646, -0.0331658, -0.586818, -0.0744903, 0.0311097
16405.6, -0.791131, 0.00284661, -0.0339619, -0.514351, -0.0521086, -0.00339704
16425.7, -0.80313, 0.00191246, -0.034943, -0.556002, -0.0494803, -0.025613
16446, -0.81572, 0.00166069, -0.0347241, -0.595428, -0.0304567, -0.00733913
16466.2, -0.819898, 0.00187515, -0.0336747, -0.545085, -0.0157439, 0.0244883
16486.3, -0.835499, 0.00349716, -0.0362773, -0.529253, 0.028385, -0.0458291
16506.5, -0.844271, 0.00313706, -0.0362501, -0.487972, 0.00638669, -0.0209944
16526.7, -0.854142, 0.00237687, -0.0351163, -0.490687, -0.0152157, 0.016806
16546.9, -0.863919, 0.000488816, -0.034559, -0.48856, -0.0527216, 0.0189253
16567.1, -0.872501, -0.00061119, -0.0341263, -0.458955, -0.0553425, 0.0180705
16587.4, -0.87693, -0.00112992, -0.0334093, -0.45438, -0.0543589, 0.0332734
16607.6, -0.892205, -0.00354828, -0.0317915, -0.492344, -0.0672748, 0.0409372
16627.8, -0.900944, -0.0049714, -0.0313451, -0.467071, -0.0673055, 0.03134
16647.9, -0.910778, -0.00536708, -0.0317092, -0.480413, -0.0444076, 0.00468306
